Id,Bound
4449,1
4450,0
4451,1
4452,0
4453,1
4454,0
4455,1
4456,1
4457,1
4458,0
4459,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,0
4477,1
4478,0
4479,1
4480,0
4481,1
4482,1
4483,0
4484,0
4485,1
4486,0
4487,1
4488,0
4489,1
4490,1
4491,1
4492,1
4493,1
4494,0
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,1
4507,0
4508,1
4509,0
4510,1
4511,0
4512,0
4513,1
4514,1
4515,1
4516,1
4517,0
4518,1
4519,1
4520,0
4521,0
4522,1
4523,0
4524,1
4525,1
4526,1
4527,1
4528,1
4529,1
4530,1
4531,0
4532,1
4533,1
4534,0
4535,1
4536,0
4537,1
4538,1
4539,1
4540,0
4541,1
4542,1
4543,0
4544,0
4545,0
4546,0
4547,0
4548,1
4549,1
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,1
4558,0
4559,1
4560,1
4561,0
4562,0
4563,1
4564,0
4565,0
4566,1
4567,0
4568,0
4569,1
4570,1
4571,1
4572,0
4573,0
4574,1
4575,0
4576,1
4577,0
4578,1
4579,1
4580,0
4581,1
4582,0
4583,1
4584,0
4585,0
4586,1
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,1
4599,1
4600,1
4601,0
4602,0
4603,0
4604,1
4605,1
4606,0
4607,1
4608,1
4609,0
4610,0
4611,1
4612,0
4613,0
4614,1
4615,1
4616,0
4617,0
4618,0
4619,1
4620,0
4621,0
4622,0
4623,0
4624,1
4625,0
4626,0
4627,1
4628,1
4629,0
4630,1
4631,1
4632,1
4633,0
4634,1
4635,0
4636,0
4637,0
4638,0
4639,1
4640,1
4641,0
4642,1
4643,0
4644,1
4645,0
4646,1
4647,0
4648,1
4649,1
4650,0
4651,0
4652,0
4653,0
4654,1
4655,0
4656,0
4657,0
4658,1
4659,0
4660,1
4661,1
4662,0
4663,0
4664,1
4665,0
4666,0
4667,1
4668,1
4669,1
4670,0
4671,0
4672,1
4673,0
4674,0
4675,1
4676,0
4677,1
4678,0
4679,1
4680,1
4681,0
4682,1
4683,0
4684,0
4685,1
4686,0
4687,0
4688,1
4689,1
4690,0
4691,1
4692,1
4693,1
4694,1
4695,1
4696,1
4697,0
4698,1
4699,1
4700,0
4701,1
4702,1
4703,1
4704,0
4705,1
4706,0
4707,1
4708,1
4709,1
4710,0
4711,0
4712,0
4713,0
4714,1
4715,1
4716,0
4717,0
4718,1
4719,0
4720,1
4721,0
4722,1
4723,0
4724,1
4725,1
4726,0
4727,0
4728,0
4729,1
4730,0
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,0
4738,1
4739,1
4740,1
4741,1
4742,1
4743,0
4744,0
4745,0
4746,0
4747,1
4748,1
4749,1
4750,1
4751,0
4752,1
4753,1
4754,1
4755,0
4756,0
4757,0
4758,1
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,1
4768,1
4769,1
4770,0
4771,1
4772,0
4773,0
4774,1
4775,0
4776,0
4777,0
4778,1
4779,0
4780,1
4781,0
4782,0
4783,0
4784,0
4785,1
4786,1
4787,1
4788,1
4789,0
4790,0
4791,1
4792,1
4793,1
4794,0
4795,1
4796,0
4797,0
4798,1
4799,0
4800,0
4801,0
4802,0
4803,1
4804,0
4805,0
4806,1
4807,0
4808,0
4809,0
4810,0
4811,1
4812,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,1
4819,0
4820,1
4821,0
4822,0
4823,1
4824,1
4825,0
4826,0
4827,1
4828,0
4829,0
4830,1
4831,1
4832,1
4833,0
4834,0
4835,0
4836,1
4837,1
4838,0
4839,0
4840,1
4841,1
4842,0
4843,1
4844,1
4845,0
4846,1
4847,1
4848,0
4849,1
4850,1
4851,1
4852,0
4853,0
4854,1
4855,0
4856,0
4857,0
4858,1
4859,0
4860,1
4861,1
4862,0
4863,0
4864,1
4865,1
4866,0
4867,1
4868,0
4869,1
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,1
4877,0
4878,1
4879,0
4880,0
4881,0
4882,1
4883,0
4884,0
4885,1
4886,0
4887,0
4888,1
4889,1
4890,1
4891,1
4892,0
4893,0
4894,0
4895,0
4896,1
4897,0
4898,1
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,1
4907,1
4908,1
4909,0
4910,1
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,1
4918,0
4919,1
4920,1
4921,1
4922,0
4923,1
4924,1
4925,0
4926,0
4927,0
4928,1
4929,0
4930,1
4931,0
4932,0
4933,0
4934,1
4935,0
4936,0
4937,1
4938,0
4939,1
4940,1
4941,1
4942,1
4943,0
4944,0
4945,1
4946,0
4947,1
4948,1
4949,0
4950,0
4951,0
4952,0
4953,1
4954,1
4955,1
4956,1
4957,1
4958,0
4959,1
4960,0
4961,1
4962,1
4963,0
4964,1
4965,1
4966,1
4967,1
4968,0
4969,1
4970,1
4971,1
4972,0
4973,0
4974,1
4975,0
4976,1
4977,1
4978,0
4979,1
4980,0
4981,0
4982,0
4983,1
4984,1
4985,0
4986,1
4987,0
4988,1
4989,0
4990,1
4991,1
4992,0
4993,1
4994,1
4995,0
4996,1
4997,0
4998,0
4999,1
5000,1
5001,0
5002,1
5003,0
5004,1
5005,0
5006,1
5007,1
5008,0
5009,0
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,0
5026,0
5027,0
5028,1
5029,1
5030,0
5031,1
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,1
5039,1
5040,1
5041,1
5042,1
5043,0
5044,1
5045,1
5046,1
5047,1
5048,1
5049,0
5050,0
5051,1
5052,0
5053,0
5054,0
5055,1
5056,1
5057,1
5058,1
5059,1
5060,0
5061,0
5062,0
5063,1
5064,1
5065,0
5066,1
5067,1
5068,1
5069,1
5070,0
5071,1
5072,1
5073,1
5074,0
5075,1
5076,1
5077,0
5078,0
5079,0
5080,0
5081,1
5082,1
5083,0
5084,0
5085,1
5086,1
5087,1
5088,0
5089,0
5090,1
5091,0
5092,0
5093,1
5094,0
5095,0
5096,1
5097,0
5098,1
5099,1
5100,0
5101,0
5102,0
5103,0
5104,0
5105,1
5106,1
5107,1
5108,0
5109,1
5110,1
5111,1
5112,0
5113,1
5114,1
5115,1
5116,1
5117,0
5118,1
5119,1
5120,0
5121,0
5122,0
5123,1
5124,1
5125,1
5126,0
5127,1
5128,0
5129,1
5130,0
5131,0
5132,0
5133,0
5134,1
5135,0
5136,0
5137,0
5138,0
5139,1
5140,0
5141,0
5142,0
5143,0
5144,1
5145,1
5146,1
5147,0
5148,0
5149,1
5150,1
5151,0
5152,1
5153,1
5154,0
5155,0
5156,0
5157,1
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,1
5165,0
5166,0
5167,1
5168,1
5169,0
5170,0
5171,0
5172,1
5173,1
5174,1
5175,1
5176,1
5177,0
5178,0
5179,0
5180,1
5181,1
5182,0
5183,0
5184,0
5185,1
5186,1
5187,0
5188,1
5189,0
5190,0
5191,1
5192,1
5193,0
5194,0
5195,0
5196,1
5197,1
5198,0
5199,1
5200,0
5201,0
5202,1
5203,0
5204,1
5205,1
5206,0
5207,1
5208,1
5209,0
5210,1
5211,0
5212,0
5213,0
5214,0
5215,1
5216,1
5217,1
5218,1
5219,1
5220,0
5221,1
5222,0
5223,0
5224,1
5225,0
5226,0
5227,1
5228,1
5229,0
5230,0
5231,0
5232,0
5233,0
5234,1
5235,0
5236,0
5237,0
5238,0
5239,1
5240,1
5241,0
5242,1
5243,1
5244,0
5245,0
5246,1
5247,0
5248,1
5249,1
5250,0
5251,1
5252,1
5253,0
5254,0
5255,0
5256,0
5257,0
5258,1
5259,0
5260,0
5261,0
5262,0
5263,1
5264,1
5265,1
5266,1
5267,0
5268,1
5269,0
5270,0
5271,0
5272,1
5273,1
5274,0
5275,0
5276,1
5277,0
5278,1
5279,0
5280,0
5281,0
5282,1
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,1
5290,0
5291,1
5292,0
5293,0
5294,1
5295,1
5296,0
5297,0
5298,1
5299,0
5300,0
5301,0
5302,0
5303,0
5304,1
5305,1
5306,0
5307,0
5308,0
5309,0
5310,0
5311,1
5312,1
5313,1
5314,1
5315,1
5316,0
5317,1
5318,1
5319,1
5320,0
5321,0
5322,0
5323,0
5324,1
5325,1
5326,1
5327,0
5328,1
5329,0
5330,1
5331,1
5332,1
5333,1
5334,0
5335,0
5336,0
5337,1
5338,0
5339,0
5340,1
5341,1
5342,1
5343,0
5344,0
5345,0
5346,1
5347,1
5348,1
5349,1
5350,1
5351,0
5352,1
5353,1
5354,1
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,1
5364,0
5365,1
5366,0
5367,0
5368,1
5369,1
5370,1
5371,0
5372,1
5373,1
5374,1
5375,0
5376,1
5377,1
5378,0
5379,1
5380,1
5381,0
5382,1
5383,0
5384,1
5385,1
5386,0
5387,1
5388,1
5389,1
5390,1
5391,0
5392,0
5393,1
5394,1
5395,0
5396,1
5397,1
5398,0
5399,1
5400,1
5401,1
5402,1
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,1
5410,0
5411,0
5412,0
5413,1
5414,0
5415,1
5416,1
5417,0
5418,1
5419,0
5420,1
5421,0
5422,1
5423,0
5424,0
5425,0
5426,1
5427,1
5428,0
5429,1
5430,1
5431,0
5432,1
5433,1
5434,1
5435,1
5436,1
5437,1
5438,1
5439,0
5440,0
5441,1
5442,0
5443,0
5444,0
5445,0
5446,0
5447,1
5448,1
5449,0
5450,0
5451,1
5452,0
5453,1
5454,0
5455,0
5456,0
5457,0
5458,0
5459,1
5460,0
5461,1
5462,1
5463,1
5464,1
5465,0
5466,0
5467,1
5468,0
5469,0
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,1
5477,0
5478,1
5479,1
5480,1
5481,0
5482,1
5483,0
5484,1
5485,1
5486,1
5487,1
5488,0
5489,1
5490,1
5491,0
5492,1
5493,0
5494,0
5495,1
5496,1
5497,1
5498,0
5499,0
5500,0
5501,1
5502,1
5503,0
5504,0
5505,1
5506,1
5507,1
5508,1
5509,1
5510,0
5511,1
5512,1
5513,0
5514,0
5515,1
5516,1
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,1
5524,0
5525,0
5526,1
5527,1
5528,0
5529,0
5530,0
5531,1
5532,0
5533,0
5534,0
5535,1
5536,0
5537,1
5538,1
5539,1
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,1
5548,0
5549,0
5550,1
5551,1
5552,0
5553,0
5554,0
5555,0
5556,1
5557,0
5558,0
5559,0
5560,0
5561,0
5562,1
5563,1
5564,1
5565,0
5566,0
5567,1
5568,1
5569,1
5570,0
5571,1
5572,0
5573,1
5574,1
5575,1
5576,0
5577,1
5578,1
5579,0
5580,0
5581,0
5582,1
5583,0
5584,1
5585,1
5586,0
5587,0
5588,0
5589,1
5590,0
5591,0
5592,1
5593,1
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,0
5602,0
5603,1
5604,1
5605,1
5606,1
5607,0
5608,0
5609,0
5610,1
5611,0
5612,0
5613,1
5614,1
5615,1
5616,1
5617,0
5618,0
5619,1
5620,1
5621,1
5622,0
5623,0
5624,1
5625,0
5626,0
5627,0
5628,0
5629,1
5630,1
5631,0
5632,1
5633,0
5634,1
5635,1
5636,0
5637,1
5638,1
5639,1
5640,0
5641,0
5642,0
5643,1
5644,0
5645,1
5646,0
5647,0
5648,1
5649,1
5650,0
5651,0
5652,1
5653,0
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,1
5661,1
5662,1
5663,1
5664,0
5665,1
5666,1
5667,0
5668,1
5669,0
5670,0
5671,1
5672,0
5673,1
5674,0
5675,0
5676,1
5677,0
5678,0
5679,0
5680,0
5681,1
5682,0
5683,0
5684,1
5685,0
5686,1
5687,0
5688,1
5689,1
5690,0
5691,0
5692,1
5693,0
5694,1
5695,0
5696,1
5697,1
5698,0
5699,1
5700,0
5701,1
5702,1
5703,0
5704,0
5705,0
5706,0
5707,1
5708,0
5709,1
5710,0
5711,1
5712,0
5713,0
5714,1
5715,1
5716,1
5717,1
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,1
5725,0
5726,1
5727,0
5728,0
5729,1
5730,0
5731,0
5732,0
5733,0
5734,1
5735,0
5736,0
5737,1
5738,0
5739,1
5740,1
5741,0
5742,0
5743,1
5744,1
5745,0
5746,1
5747,0
5748,1
5749,0
5750,0
5751,1
5752,1
5753,0
5754,1
5755,0
5756,1
5757,1
5758,1
5759,1
5760,1
5761,1
5762,0
5763,1
5764,1
5765,1
5766,0
5767,0
5768,0
5769,0
5770,1
5771,0
5772,1
5773,1
5774,1
5775,1
5776,1
5777,0
5778,0
5779,1
5780,1
5781,0
5782,0
5783,0
5784,1
5785,1
5786,0
5787,1
5788,1
5789,0
5790,0
5791,0
5792,1
5793,1
5794,0
5795,1
5796,1
5797,1
5798,1
5799,1
5800,1
5801,0
5802,0
5803,1
5804,0
5805,1
5806,1
5807,0
5808,1
5809,0
5810,0
5811,0
5812,1
5813,1
5814,0
5815,0
5816,1
5817,0
5818,1
5819,0
5820,0
5821,1
5822,0
5823,1
5824,1
5825,1
5826,0
5827,1
5828,1
5829,1
5830,0
5831,1
5832,1
5833,1
5834,1
5835,0
5836,0
5837,0
5838,0
5839,0
5840,1
5841,1
5842,0
5843,0
5844,1
5845,0
5846,1
5847,1
5848,1
5849,0
5850,1
5851,1
5852,0
5853,0
5854,0
5855,1
5856,1
5857,1
5858,1
5859,0
5860,1
5861,1
5862,1
5863,0
5864,1
5865,1
5866,0
5867,1
5868,1
5869,1
5870,0
5871,1
5872,0
5873,1
5874,1
5875,1
5876,0
5877,1
5878,0
5879,1
5880,0
5881,0
5882,0
5883,1
5884,0
5885,1
5886,1
5887,0
5888,1
5889,0
5890,1
5891,0
5892,0
5893,1
5894,0
5895,0
5896,1
5897,0
5898,1
5899,1
5900,0
5901,1
5902,1
5903,0
5904,1
5905,0
5906,0
5907,1
5908,0
5909,0
5910,1
5911,1
5912,0
5913,0
5914,1
5915,1
5916,0
5917,1
5918,0
5919,1
5920,0
5921,0
5922,0
5923,0
5924,1
5925,1
5926,0
5927,0
5928,1
5929,1
5930,1
5931,0
5932,1
5933,1
5934,0
5935,1
5936,0
5937,0
5938,1
5939,1
5940,1
5941,1
5942,0
5943,1
5944,0
5945,0
5946,1
5947,1
5948,1
5949,1
5950,0
5951,1
5952,1
5953,0
5954,1
5955,1
5956,0
5957,1
5958,0
5959,1
5960,0
5961,0
5962,0
5963,0
5964,1
5965,0
5966,1
5967,1
5968,1
5969,0
5970,0
5971,1
5972,1
5973,0
5974,1
5975,1
5976,1
5977,0
5978,1
5979,0
5980,0
5981,1
5982,1
5983,0
5984,0
5985,1
5986,1
5987,1
5988,1
5989,0
5990,0
5991,1
5992,1
5993,1
5994,1
5995,0
5996,0
5997,1
5998,1
5999,1
